variable,est,lo,hi,method,adj,miss_data,weight,seed,var,size
bmi,-0.279986652192448,-0.468393607065411,-0.0915796973194834,Complete case,Adjusted,MNAR,Unweighted,18,,100
bmi,-0.323756586736144,-0.563981285802624,-0.0835318876696631,Imputed,Adjusted,MNAR,Unweighted,18,,100
bmi,-0.2991924728027,-0.572420518205605,-0.0259644273997947,Imputed w/ PRS,Adjusted,MNAR,Unweighted,18,,100
bmi,-0.271887238261659,-0.479450467935848,-0.0643240085874688,Complete case,Adjusted,MNAR,Weighted,18,0.0107521490037113,100
bmi,-0.259106787516209,-0.497620440329955,-0.020593134702462,Imputed,Adjusted,MNAR,Weighted,18,0.0148091559050676,100
bmi,-0.225353693418753,-0.47784292143767,0.0271355346001633,Imputed w/ PRS,Adjusted,MNAR,Weighted,18,0.016595468867754,100
bmi,0.204891612452322,0.198833896451466,0.210949328453177,Full,Unadjusted,,,19,,100
bmi,0.196104715619367,0.190291744585318,0.201917686653417,Full,Adjusted,,,19,,100
bmi,-0.0918386881446273,-0.312230424781433,0.128553048492179,Complete case,Unadjusted,MCAR,Unweighted,19,,100
bmi,-0.139310640320554,-0.366404534742044,0.0877832541009364,Imputed,Unadjusted,MCAR,Unweighted,19,,100
bmi,-0.0845275097373379,-0.305996585814363,0.136941566339687,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,19,,100
bmi,-0.078544745817257,-0.286513880483088,0.129424388848574,Complete case,Unadjusted,MCAR,Weighted,19,0.0108986965158767,100
bmi,-0.0968757332430556,-0.29704007626202,0.103288609775908,Imputed,Unadjusted,MCAR,Weighted,19,0.0104298304592977,100
bmi,-0.0621402291548528,-0.253602399790837,0.129321941481131,Imputed w/ PRS,Unadjusted,MCAR,Weighted,19,0.00954266712092953,100
bmi,-0.0390053840305379,-0.260814661586032,0.182803893524957,Complete case,Adjusted,MCAR,Unweighted,19,,100
bmi,-0.0932002226172788,-0.306014447147967,0.119614001913409,Imputed,Adjusted,MCAR,Unweighted,19,,100
bmi,-0.0253172926296912,-0.243072136319615,0.192437551060232,Imputed w/ PRS,Adjusted,MCAR,Unweighted,19,,100
bmi,-0.0228339601931666,-0.215307914081072,0.169639993694739,Complete case,Adjusted,MCAR,Weighted,19,0.00931790540509993,100
bmi,-0.0376481348577836,-0.204829970789213,0.129533701073646,Imputed,Adjusted,MCAR,Weighted,19,0.00727582087170545,100
bmi,0.0130672740143546,-0.165051922703574,0.191186470732283,Imputed w/ PRS,Adjusted,MCAR,Weighted,19,0.00825895830733056,100
bmi,-0.0155068492148403,-0.212477461964693,0.181463763535013,Complete case,Unadjusted,MAR,Unweighted,19,,100
bmi,-0.00157527131401964,-0.304159303385753,0.301008760757714,Imputed,Unadjusted,MAR,Unweighted,19,,100
bmi,-0.10626101934897,-0.510946286084814,0.298424247386874,Imputed w/ PRS,Unadjusted,MAR,Unweighted,19,,100
bmi,-0.0414626658652386,-0.193440859336174,0.110515527605697,Complete case,Unadjusted,MAR,Weighted,19,0.00576013269677106,100
bmi,0.0257089585649489,-0.217577401546861,0.268995318676759,Imputed,Unadjusted,MAR,Weighted,19,0.0154077541317385,100
bmi,-0.0308273541537106,-0.295254719920665,0.233600011613243,Imputed w/ PRS,Unadjusted,MAR,Weighted,19,0.0182018954335208,100
bmi,-0.00629215968892468,-0.212103612444226,0.199519293066376,Complete case,Adjusted,MAR,Unweighted,19,,100
bmi,0.0767158648128775,-0.213867906120972,0.367299635746727,Imputed,Adjusted,MAR,Unweighted,19,,100
bmi,-0.0673806474061412,-0.479432230257959,0.344670935445676,Imputed w/ PRS,Adjusted,MAR,Unweighted,19,,100
bmi,-0.0153783123864263,-0.176722000640765,0.145965375867913,Complete case,Adjusted,MAR,Weighted,19,0.00647071234205029,100
bmi,0.0571048000049282,-0.151470272290034,0.26567987229989,Imputed,Adjusted,MAR,Weighted,19,0.0113247500008312,100
bmi,-0.0202989345626752,-0.252855476800233,0.212257607674883,Imputed w/ PRS,Adjusted,MAR,Weighted,19,0.0140786476861717,100
bmi,-0.146748348315658,-0.344749140688607,0.0512524440572913,Complete case,Unadjusted,MNAR,Unweighted,19,,100
bmi,-0.20860529372521,-0.470346679580347,0.0531360921299272,Imputed,Unadjusted,MNAR,Unweighted,19,,100
bmi,-0.197596651346173,-0.471761239881935,0.0765679371895893,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,19,,100
bmi,-0.137763873391567,-0.30016620974856,0.0246384629654267,Complete case,Unadjusted,MNAR,Weighted,19,0.00659166642401395,100
bmi,-0.135865646168704,-0.362224746897978,0.0904934545605696,Imputed,Unadjusted,MNAR,Weighted,19,0.0133382771688041,100
bmi,-0.118603432449448,-0.33346275656151,0.0962558916626143,Imputed w/ PRS,Unadjusted,MNAR,Weighted,19,0.0120174473585924,100
bmi,-0.14553346172484,-0.350202800544978,0.0591358770952986,Complete case,Adjusted,MNAR,Unweighted,19,,100
bmi,-0.170513854160162,-0.438899636468849,0.0978719281485253,Imputed,Adjusted,MNAR,Unweighted,19,,100
bmi,-0.160556676431443,-0.442243776853062,0.121130423990175,Imputed w/ PRS,Adjusted,MNAR,Unweighted,19,,100
bmi,-0.157080785597335,-0.319274870236054,0.00511329904138388,Complete case,Adjusted,MNAR,Weighted,19,0.00655546863039407,100
bmi,-0.13258828271393,-0.324389153518786,0.0592125880909256,Imputed,Adjusted,MNAR,Weighted,19,0.00957645929804704,100
bmi,-0.120093621506382,-0.306949763183547,0.0667625201707836,Imputed w/ PRS,Adjusted,MNAR,Weighted,19,0.0090890516629742,100
bmi,0.207774470649308,0.201719443273281,0.213829498025334,Full,Unadjusted,,,20,,100
bmi,0.198079984473841,0.19227269445454,0.203887274493142,Full,Adjusted,,,20,,100
bmi,0.221396812172861,-0.0147112170888768,0.4575048414346,Complete case,Unadjusted,MCAR,Unweighted,20,,100
bmi,0.207007769878661,-0.0436324314545378,0.457647971211861,Imputed,Unadjusted,MCAR,Unweighted,20,,100
bmi,0.163533938906119,-0.0789837450038384,0.406051622816077,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,20,,100
bmi,0.28373205116023,-0.0197611797856322,0.587225282106093,Complete case,Unadjusted,MCAR,Weighted,20,0.0232392558937092,100
bmi,0.230600014771579,-0.126365523148626,0.587565552691784,Imputed,Unadjusted,MCAR,Weighted,20,0.0331708346256947,100
bmi,0.214766617578276,-0.0859295804244583,0.515462815581011,Imputed w/ PRS,Unadjusted,MCAR,Weighted,20,0.0235374652478929,100
bmi,0.258997178619851,0.017115626967731,0.500878730271971,Complete case,Adjusted,MCAR,Unweighted,20,,100
bmi,0.238400040774509,-0.0207224982963119,0.497522579845331,Imputed,Adjusted,MCAR,Unweighted,20,,100
bmi,0.210490402548011,-0.0363113980275171,0.45729220312354,Imputed w/ PRS,Adjusted,MCAR,Unweighted,20,,100
bmi,0.313405187909449,0.0437451183136757,0.583065257505223,Complete case,Adjusted,MCAR,Weighted,20,0.0183154529645505,100
bmi,0.251268372997251,-0.0814521623616983,0.5839889083562,Imputed,Adjusted,MCAR,Weighted,20,0.0288179464668952,100
bmi,0.253536088123965,-0.0435642023468339,0.550636378594764,Imputed w/ PRS,Adjusted,MCAR,Weighted,20,0.0229778807265422,100
bmi,0.0124392525882807,-0.241095952662987,0.265974457839549,Complete case,Unadjusted,MAR,Unweighted,20,,100
bmi,-0.00176141822821813,-0.268132142838368,0.264609306381932,Imputed,Unadjusted,MAR,Unweighted,20,,100
bmi,0.0770648940896296,-0.189188701097715,0.343318489276975,Imputed w/ PRS,Unadjusted,MAR,Unweighted,20,,100
bmi,0.181198943163288,-0.101485209150228,0.463883095476805,Complete case,Unadjusted,MAR,Weighted,20,0.0199577120795937,100
bmi,0.238696922194908,-0.0400891230005518,0.517482967390368,Imputed,Unadjusted,MAR,Weighted,20,0.0202323290769212,100
bmi,0.255412606854886,0.00671546896746794,0.504109744742303,Imputed w/ PRS,Unadjusted,MAR,Weighted,20,0.0161007235220648,100
bmi,0.0430965336089485,-0.201874669765526,0.288067736983424,Complete case,Adjusted,MAR,Unweighted,20,,100
bmi,0.046100126276526,-0.245342010216501,0.337542262769553,Imputed,Adjusted,MAR,Unweighted,20,,100
bmi,0.135351438003038,-0.147396850855716,0.418099726861792,Imputed w/ PRS,Adjusted,MAR,Unweighted,20,,100
bmi,0.120570274875088,-0.091849955417957,0.332990505168132,Complete case,Adjusted,MAR,Weighted,20,0.0112350990661641,100
bmi,0.246157398623546,-0.0280187561689455,0.520333553416038,Imputed,Adjusted,MAR,Weighted,20,0.01956875431069,100
bmi,0.277524654439258,0.0308035728794709,0.524245735999046,Imputed w/ PRS,Adjusted,MAR,Weighted,20,0.0158458791118923,100
bmi,-0.0941871645803921,-0.339199034184001,0.150824705023217,Complete case,Unadjusted,MNAR,Unweighted,20,,100
bmi,-0.263165843091772,-0.625066364509777,0.0987346783262336,Imputed,Unadjusted,MNAR,Unweighted,20,,100
bmi,-0.0871546994192027,-0.385633684549818,0.211324285711413,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,20,,100
bmi,0.120048545728821,-0.200461460582902,0.440558552040545,Complete case,Unadjusted,MNAR,Weighted,20,0.0254880043888461,100
bmi,0.0727871615979048,-0.296745283674283,0.442319606870093,Imputed,Unadjusted,MNAR,Weighted,20,0.0355474923675398,100
bmi,0.185930278436422,-0.131150153779926,0.503010710652769,Imputed w/ PRS,Unadjusted,MNAR,Weighted,20,0.0261723488881078,100
bmi,-0.0917815268944188,-0.341986219052778,0.15842316526394,Complete case,Adjusted,MNAR,Unweighted,20,,100
bmi,-0.242221037690894,-0.653067497655166,0.168625422273378,Imputed,Adjusted,MNAR,Unweighted,20,,100
bmi,-0.0493879757828583,-0.380715849717985,0.281939898152269,Imputed w/ PRS,Adjusted,MNAR,Unweighted,20,,100
bmi,0.0725230245830155,-0.167199169620403,0.312245218786434,Complete case,Adjusted,MNAR,Weighted,20,0.0141994840479818,100
bmi,0.0675761926418718,-0.281379028279179,0.416531413562923,Imputed,Adjusted,MNAR,Weighted,20,0.0316988289844681,100
bmi,0.19434691793288,-0.115146032097594,0.503839867963354,Imputed w/ PRS,Adjusted,MNAR,Weighted,20,0.0249347684277031,100
bmi,0.20323426619299,0.197160870298016,0.209307662087964,Full,Unadjusted,,,21,,100
bmi,0.19350116953577,0.187681007486494,0.199321331585045,Full,Adjusted,,,21,,100
bmi,0.0915446042055949,-0.167360774258374,0.350449982669563,Complete case,Unadjusted,MCAR,Unweighted,21,,100
bmi,0.0668349980306745,-0.218519452665848,0.352189448727197,Imputed,Unadjusted,MCAR,Unweighted,21,,100
bmi,0.0832712368069845,-0.187291583742496,0.353834057356465,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,21,,100
bmi,0.289563284643986,0.0838790480243266,0.495247521263645,Complete case,Unadjusted,MCAR,Weighted,21,0.010624587500706,100
bmi,0.172604451737633,-0.0785004688786693,0.423709372353935,Imputed,Unadjusted,MCAR,Weighted,21,0.0164139937718573,100
bmi,0.193538528205837,-0.0304093991278835,0.417486455539558,Imputed w/ PRS,Unadjusted,MCAR,Weighted,21,0.0130556323777036,100
bmi,0.136988240567533,-0.126042267665082,0.400018748800148,Complete case,Adjusted,MCAR,Unweighted,21,,100
bmi,0.116136557852797,-0.187021536247242,0.419294651952836,Imputed,Adjusted,MCAR,Unweighted,21,,100
bmi,0.125592622148644,-0.147346035661996,0.398531279959284,Imputed w/ PRS,Adjusted,MCAR,Unweighted,21,,100
bmi,0.220738148841167,0.0398366451063708,0.401639652575964,Complete case,Adjusted,MCAR,Weighted,21,0.00819994465573076,100
bmi,0.170939299365397,-0.0550949620179893,0.396973560748784,Imputed,Adjusted,MCAR,Weighted,21,0.0133000221280262,100
bmi,0.187164283663302,-0.00145083574643429,0.375779403073039,Imputed w/ PRS,Adjusted,MCAR,Weighted,21,0.00926097738658589,100
bmi,0.0930057283175501,-0.147987479059122,0.333998935694222,Complete case,Unadjusted,MAR,Unweighted,21,,100
bmi,0.00896819840107741,-0.442935662876061,0.460872059678216,Imputed,Unadjusted,MAR,Unweighted,21,,100
bmi,0.0705001195646084,-0.290559135510566,0.431559374639783,Imputed w/ PRS,Unadjusted,MAR,Unweighted,21,,100
bmi,0.169224765990236,-0.0425099489926631,0.380959480973135,Complete case,Unadjusted,MAR,Weighted,21,0.0111803157789507,100
bmi,0.192484908670627,-0.12980956289901,0.514779380240264,Imputed,Unadjusted,MAR,Weighted,21,0.0270401769881741,100
bmi,0.223993665269952,-0.0536018162721504,0.501589146812055,Imputed w/ PRS,Unadjusted,MAR,Weighted,21,0.0200598926005584,100
bmi,0.0738458085220559,-0.176854885663082,0.324546502707193,Complete case,Adjusted,MAR,Unweighted,21,,100
bmi,0.0899491518769326,-0.396604866650663,0.576503170404528,Imputed,Adjusted,MAR,Unweighted,21,,100
bmi,0.136659363491709,-0.259154911911311,0.532473638894729,Imputed w/ PRS,Adjusted,MAR,Unweighted,21,,100
bmi,0.128077065490948,-0.0889357797034012,0.345089910685297,Complete case,Adjusted,MAR,Weighted,21,0.0117062828732458,100
bmi,0.202323813728645,-0.0921817478914572,0.496829375348747,Imputed,Adjusted,MAR,Weighted,21,0.022578278168162,100
bmi,0.21469254474487,-0.0350686743875333,0.464453763877273,Imputed w/ PRS,Adjusted,MAR,Weighted,21,0.0162387961173648,100
bmi,0.0446331875635824,-0.224415179631259,0.313681554758424,Complete case,Unadjusted,MNAR,Unweighted,21,,100
bmi,-0.171334266998117,-0.466304485063057,0.123635951066822,Imputed,Unadjusted,MNAR,Unweighted,21,,100
bmi,-0.0305950825340558,-0.345067642022559,0.283877476954447,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,21,,100
bmi,0.124554536834375,-0.0979216024439487,0.347030676112699,Complete case,Unadjusted,MNAR,Weighted,21,0.0122805983247416,100
bmi,0.0343348187238341,-0.227278395309111,0.295948032756779,Imputed,Unadjusted,MNAR,Weighted,21,0.0178165319351987,100
bmi,0.122020710051578,-0.16510137194602,0.409142792049177,Imputed w/ PRS,Unadjusted,MNAR,Weighted,21,0.0214603601961141,100
bmi,-0.0363936577418694,-0.330937711878802,0.258150396395063,Complete case,Adjusted,MNAR,Unweighted,21,,100
bmi,-0.0843804095019893,-0.416975760821023,0.248214941817045,Imputed,Adjusted,MNAR,Unweighted,21,,100
bmi,0.0710240459641851,-0.271298546060723,0.413346637989094,Imputed w/ PRS,Adjusted,MNAR,Unweighted,21,,100
bmi,0.0814261231385255,-0.171258590732445,0.334110837009496,Complete case,Adjusted,MNAR,Weighted,21,0.0157766218495216,100
bmi,0.098480754368333,-0.133181843963284,0.33014335269995,Imputed,Adjusted,MNAR,Weighted,21,0.0139706194887854,100
bmi,0.171845513502344,-0.0784161375769097,0.422107164581598,Imputed w/ PRS,Adjusted,MNAR,Weighted,21,0.0163039347613252,100
bmi,0.203639560687118,0.197583086655945,0.209696034718291,Full,Unadjusted,,,22,,100
bmi,0.195255216529099,0.189449046160256,0.201061386897942,Full,Adjusted,,,22,,100
bmi,-0.0721025490693879,-0.311447226678515,0.16724212853974,Complete case,Unadjusted,MCAR,Unweighted,22,,100
bmi,-0.0833861813913391,-0.319181663378006,0.152409300595328,Imputed,Unadjusted,MCAR,Unweighted,22,,100
bmi,-0.0937865350305894,-0.334690233881675,0.147117163820496,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,22,,100
bmi,-0.100604666154209,-0.370631986386455,0.169422654078037,Complete case,Unadjusted,MCAR,Weighted,22,0.0183484256954277,100
bmi,-0.225734478603808,-1.08029911186381,0.628830154656191,Imputed,Unadjusted,MCAR,Weighted,22,0.190105047719043,100
bmi,-0.308962352314596,-1.29453740832611,0.676612703696916,Imputed w/ PRS,Unadjusted,MCAR,Weighted,22,0.252861799741114,100
bmi,-0.00366037931735106,-0.254861311332614,0.247540552697911,Complete case,Adjusted,MCAR,Unweighted,22,,100
bmi,-0.0364363188476529,-0.289073671234977,0.216201033539671,Imputed,Adjusted,MCAR,Unweighted,22,,100
bmi,-0.058555989651755,-0.32529623917888,0.20818425987537,Imputed w/ PRS,Adjusted,MCAR,Unweighted,22,,100
bmi,-0.013735897530342,-0.305446882278422,0.277975087217738,Complete case,Adjusted,MCAR,Weighted,22,0.021370546379259,100
bmi,-0.190413011766347,-0.842171757596674,0.461345734063979,Imputed,Adjusted,MCAR,Weighted,22,0.110580246357961,100
bmi,-0.224309244739586,-0.985007757642821,0.536389268163648,Imputed w/ PRS,Adjusted,MCAR,Weighted,22,0.15063606159616,100
bmi,0.0210823890198771,-0.21680028348204,0.258965061521795,Complete case,Unadjusted,MAR,Unweighted,22,,100
bmi,0.0669103776132453,-0.13859005317397,0.272410808400461,Imputed,Unadjusted,MAR,Unweighted,22,,100
bmi,-0.0513312504887265,-0.315196848148053,0.2125343471706,Imputed w/ PRS,Unadjusted,MAR,Unweighted,22,,100
bmi,0.559710401937352,0.213910101755744,0.905510702118959,Complete case,Unadjusted,MAR,Weighted,22,0.029749130258789,100
bmi,0.568458790812772,0.183180586254541,0.953736995371002,Imputed,Unadjusted,MAR,Weighted,22,0.038641386472234,100
bmi,0.538055638449506,0.082281778309541,0.993829498589472,Imputed w/ PRS,Unadjusted,MAR,Weighted,22,0.0540757616527956,100
bmi,0.0296220263913311,-0.219816590480714,0.279060643263377,Complete case,Adjusted,MAR,Unweighted,22,,100
bmi,0.120854503196721,-0.0954094813914717,0.337118487784914,Imputed,Adjusted,MAR,Unweighted,22,,100
bmi,0.00166356483839772,-0.306777153138669,0.310104282815465,Imputed w/ PRS,Adjusted,MAR,Unweighted,22,,100
bmi,0.461346620597536,0.164369829114466,0.758323412080607,Complete case,Adjusted,MAR,Weighted,22,0.0218612900568484,100
bmi,0.510642488998968,0.219424103698107,0.801860874299829,Imputed,Adjusted,MAR,Weighted,22,0.022077068086836,100
bmi,0.458997567048858,0.122806582834751,0.795188551262965,Imputed w/ PRS,Adjusted,MAR,Weighted,22,0.029422254185827,100
bmi,-0.022907967164567,-0.285766864711804,0.23995093038267,Complete case,Unadjusted,MNAR,Unweighted,22,,100
bmi,-0.0799787148703816,-0.370442936242985,0.210485506502222,Imputed,Unadjusted,MNAR,Unweighted,22,,100
bmi,-0.137418529872583,-0.423880642853235,0.14904358310807,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,22,,100
bmi,0.559968112190121,0.181355116263431,0.938581108116812,Complete case,Unadjusted,MNAR,Weighted,22,0.0356924360179028,100
bmi,0.541806935523231,0.0559674490616176,1.02764642198484,Imputed,Unadjusted,MNAR,Weighted,22,0.0614454085343113,100
bmi,0.520595171178681,-0.0032564096587322,1.04444675201609,Imputed w/ PRS,Unadjusted,MNAR,Weighted,22,0.0714365275159376,100
bmi,-0.0331482211992483,-0.322554865321743,0.256258422923246,Complete case,Adjusted,MNAR,Unweighted,22,,100
bmi,0.00298627111570193,-0.292027156895202,0.297999699126606,Imputed,Adjusted,MNAR,Unweighted,22,,100
bmi,-0.0710479194055438,-0.423365284361966,0.281269445550878,Imputed w/ PRS,Adjusted,MNAR,Unweighted,22,,100
bmi,0.455538505442467,0.141650407197033,0.769426603687901,Complete case,Adjusted,MNAR,Weighted,22,0.0244456925477642,100
bmi,0.48485015102739,0.178164853496234,0.791535448558545,Imputed,Adjusted,MNAR,Weighted,22,0.0244844149350476,100
bmi,0.451917288350849,0.0984359525262121,0.805398624175485,Imputed w/ PRS,Adjusted,MNAR,Weighted,22,0.0325264595062852,100
bmi,0.208096912760339,0.202033276210863,0.214160549309815,Full,Unadjusted,,,23,,100
bmi,0.199367438303848,0.193557404145176,0.20517747246252,Full,Adjusted,,,23,,100
bmi,0.238202720918456,-0.0258829600636165,0.502288401900528,Complete case,Unadjusted,MCAR,Unweighted,23,,100
bmi,0.233567578442865,0.000111915994140538,0.46702324089159,Imputed,Unadjusted,MCAR,Unweighted,23,,100
bmi,0.259730856839012,0.0400142636317543,0.479447450046269,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,23,,100
bmi,0.318452072200291,0.0178134575480176,0.619090686852565,Complete case,Unadjusted,MCAR,Weighted,23,0.0226737246680357,100
bmi,0.323589798180892,0.0638959827482286,0.583283613613556,Imputed,Unadjusted,MCAR,Weighted,23,0.0175560590186902,100
bmi,0.336148734997327,0.0925372874465564,0.579760182548098,Imputed w/ PRS,Unadjusted,MCAR,Weighted,23,0.015448958363963,100
bmi,0.316944506235412,0.0539682249563767,0.579920787514447,Complete case,Adjusted,MCAR,Unweighted,23,,100
bmi,0.286330613341098,0.0328827049263528,0.539778521755843,Imputed,Adjusted,MCAR,Unweighted,23,,100
bmi,0.332836385828139,0.104231388049125,0.561441383607153,Imputed w/ PRS,Adjusted,MCAR,Unweighted,23,,100
bmi,0.353945628922507,0.100752930631556,0.607138327213458,Complete case,Adjusted,MCAR,Weighted,23,0.0160431314618882,100
bmi,0.345224821803757,0.0816276824830703,0.608821961124444,Imputed,Adjusted,MCAR,Weighted,23,0.0180877773526398,100
bmi,0.370265723303021,0.139268150797049,0.601263295808993,Imputed w/ PRS,Adjusted,MCAR,Weighted,23,0.0138905246663584,100
bmi,0.0418008918744439,-0.22095276506506,0.304554548813947,Complete case,Unadjusted,MAR,Unweighted,23,,100
bmi,-0.142517201268079,-0.611377869304402,0.326343466768244,Imputed,Unadjusted,MAR,Unweighted,23,,100
bmi,-0.0192408306640172,-0.320059364060742,0.281577702732708,Imputed w/ PRS,Unadjusted,MAR,Unweighted,23,,100
bmi,0.160424728278912,-0.126319435001907,0.447168891559731,Complete case,Unadjusted,MAR,Weighted,23,0.0205202953794899,100
bmi,0.0564115703353942,-0.336864322742046,0.449687463412834,Imputed,Unadjusted,MAR,Weighted,23,0.0402622897433301,100
bmi,0.160018892186096,-0.155699311953914,0.475737096326106,Imputed w/ PRS,Unadjusted,MAR,Weighted,23,0.0259479507858897,100
bmi,-0.0940045258433494,-0.364067299767874,0.176058248081175,Complete case,Adjusted,MAR,Unweighted,23,,100
bmi,-0.112493558059362,-0.645135405642215,0.420148289523491,Imputed,Adjusted,MAR,Unweighted,23,,100
bmi,0.008198542916537,-0.319493843144811,0.335890928977885,Imputed w/ PRS,Adjusted,MAR,Unweighted,23,,100
bmi,0.0321840610547184,-0.241909448506131,0.306277570615568,Complete case,Adjusted,MAR,Weighted,23,0.0186905053903328,100
bmi,0.0560294142955588,-0.328118502657093,0.440177331248211,Imputed,Adjusted,MAR,Weighted,23,0.0384149951846671,100
bmi,0.154562739411167,-0.137384826632515,0.44651030545485,Imputed w/ PRS,Adjusted,MAR,Weighted,23,0.0221877638931527,100
bmi,-0.136657208656359,-0.386946910893561,0.113632493580844,Complete case,Unadjusted,MNAR,Unweighted,23,,100
bmi,-0.321022778112194,-0.597533467572929,-0.0445120886514578,Imputed,Unadjusted,MNAR,Unweighted,23,,100
bmi,-0.24118104765679,-0.522731489748389,0.0403693944348087,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,23,,100
bmi,0.01010766323714,-0.305472838157848,0.325688164632128,Complete case,Unadjusted,MNAR,Weighted,23,0.0247973618375076,100
bmi,-0.116209968473686,-0.471833524911312,0.239413587963939,Imputed,Unadjusted,MNAR,Weighted,23,0.032921897590586,100
bmi,-0.0756558690862666,-0.437646174275502,0.286334436102969,Imputed w/ PRS,Unadjusted,MNAR,Weighted,23,0.0341112549079254,100
bmi,-0.216495139581624,-0.479224285435973,0.0462340062727241,Complete case,Adjusted,MNAR,Unweighted,23,,100
bmi,-0.317473649694246,-0.618902989601058,-0.0160443097874351,Imputed,Adjusted,MNAR,Unweighted,23,,100
bmi,-0.232260439725095,-0.551478855738103,0.086957976287913,Imputed w/ PRS,Adjusted,MNAR,Unweighted,23,,100
bmi,-0.0953015367691705,-0.385984941240415,0.195381867702074,Complete case,Adjusted,MNAR,Weighted,23,0.0209649158603719,100
bmi,-0.143147854801377,-0.471046563016671,0.184750853413917,Imputed,Adjusted,MNAR,Weighted,23,0.0279887323716855,100
bmi,-0.0934680757618545,-0.4366280865374,0.249691935013691,Imputed w/ PRS,Adjusted,MNAR,Weighted,23,0.0306547065820672,100
bmi,0.203734820301863,0.197694106946092,0.209775533657634,Full,Unadjusted,,,24,,100
bmi,0.194465329447099,0.188670025737599,0.200260633156599,Full,Adjusted,,,24,,100
bmi,0.221311548024305,-0.00667784003626448,0.449300936084873,Complete case,Unadjusted,MCAR,Unweighted,24,,100
bmi,0.222425051349675,-0.0186029331360628,0.463453035835412,Imputed,Unadjusted,MCAR,Unweighted,24,,100
bmi,0.180415663651329,-0.0867358426478249,0.447567169950482,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,24,,100
bmi,0.298839145053164,0.0521335097215237,0.545544780384804,Complete case,Unadjusted,MCAR,Weighted,24,0.0153300128557071,100
bmi,0.278894539254985,-0.0461153695641922,0.603904448074163,Imputed,Unadjusted,MCAR,Weighted,24,0.0274977412907848,100
bmi,0.128942331893963,-0.275418454075479,0.533303117863405,Imputed w/ PRS,Unadjusted,MCAR,Weighted,24,0.042563945850207,100
bmi,0.213781093748494,-0.0213582902729575,0.448920477769945,Complete case,Adjusted,MCAR,Unweighted,24,,100
bmi,0.204801326196991,-0.0326029654798722,0.442205617873854,Imputed,Adjusted,MCAR,Unweighted,24,,100
bmi,0.161903896431341,-0.0892886509222536,0.413096443784936,Imputed w/ PRS,Adjusted,MCAR,Unweighted,24,,100
bmi,0.272527877656747,0.0629261091912943,0.4821296461222,Complete case,Adjusted,MCAR,Weighted,24,0.0110445796524698,100
bmi,0.281592505655289,-0.0630377777737538,0.626222789084332,Imputed,Adjusted,MCAR,Weighted,24,0.0309179501330491,100
bmi,0.152232355220873,-0.21717018421765,0.521634894659397,Imputed w/ PRS,Adjusted,MCAR,Weighted,24,0.0355225039530615,100
bmi,0.226811940930763,-0.0261042836849448,0.479728165546471,Complete case,Unadjusted,MAR,Unweighted,24,,100
bmi,0.155986579077537,-0.12881167443041,0.440784832585484,Imputed,Unadjusted,MAR,Unweighted,24,,100
bmi,0.214941788687685,-0.245494375007946,0.675377952383317,Imputed w/ PRS,Unadjusted,MAR,Unweighted,24,,100
bmi,0.275896827417399,0.0397237014328557,0.512069953401943,Complete case,Unadjusted,MAR,Weighted,24,0.0139402843266516,100
bmi,0.335760815874725,0.0872015554501647,0.584320076299286,Imputed,Unadjusted,MAR,Weighted,24,0.0160828760183458,100
bmi,0.387048814252333,0.0416242735065397,0.732473354998127,Imputed w/ PRS,Unadjusted,MAR,Weighted,24,0.0310606253818654,100
bmi,0.205947158407412,-0.0562170738516215,0.468111390666446,Complete case,Adjusted,MAR,Unweighted,24,,100
bmi,0.189996104219076,-0.0895969233440525,0.469589131782204,Imputed,Adjusted,MAR,Unweighted,24,,100
bmi,0.245092150831485,-0.138587357308592,0.628771658971562,Imputed w/ PRS,Adjusted,MAR,Unweighted,24,,100
bmi,0.304528958881088,0.0581733745378052,0.55088454322437,Complete case,Adjusted,MAR,Weighted,24,0.0151237170610533,100
bmi,0.365464559691749,0.143203069980112,0.587726049403385,Imputed,Adjusted,MAR,Weighted,24,0.0128597421226319,100
bmi,0.406058438682174,0.152336931572639,0.65977994579171,Imputed w/ PRS,Adjusted,MAR,Weighted,24,0.01675785324657,100
bmi,0.141100872585876,-0.152552482783755,0.434754227955508,Complete case,Unadjusted,MNAR,Unweighted,24,,100
bmi,0.0239985600670364,-0.345931098108886,0.393928218242959,Imputed,Unadjusted,MNAR,Unweighted,24,,100
bmi,0.213012073386162,-0.0792793857451902,0.505303532517514,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,24,,100
bmi,0.173965386753806,-0.078360565518548,0.42629133902616,Complete case,Unadjusted,MNAR,Weighted,24,0.0158260296255316,100
